tmdb_id,provider_id
1666,"97,567"
465109,"81,796"
1994,692
869025,350
485504,"81,796"
309581,701
2087,356
592041,356
744594,"81,796"
395458,97
1049638,337
11169,97
1590,"356,97"
9729,356
575776,97
312831,356
168676,"81,796"
82390,356
551298,337
46829,701
24438,97
413052,701
21735,97
34309,701
615666,"81,796"
825997,"356,97"
913604,"356,97"
15677,"81,796"
12311,"356,97"
55095,337
1975,356
5693,97
8054,97
737568,"87,011,796"
271714,701
9819,97
695,356
14215,"356,97"
355008,"81,796"
560052,"81,796"
24684,97
442056,97
790142,"81,796"
530442,"356,97"
12583,"356,97"
531454,"81,796"
23830,356
606625,"356,97"
916053,119
9664,"356,97"
11232,97
523139,"81,796"
103332,337
264656,8
433249,"81,796"
133931,97
25566,"356,97"
9443,337
628534,"81,796"
797309,"81,796"
14695,"356,97"
26320,97
292040,"356,97"
483202,"81,796"
136911,356
1415,546
680860,119
19483,692
647785,356
48202,692
91679,356
8968,"356,97"
26264,337
459947,97
114606,356
327833,356
37347,97
759902,97
10170,356
19599,356
405551,"356,97"
511817,"81,796"
13783,"356,97"
467936,"81,796"
980804,337
390874,"356,97"
271674,"83,561,796"
10523,356
152790,"356,97"
40619,337
502406,"81,796"
489925,97
520318,"356,97"
615667,"81,796"
81440,337
420707,"356,97"
122369,356
454650,97
567733,"356,97"
14735,356
68812,"356,97"
664300,97
4816,356
718400,97
418879,"356,97"
32924,356
43552,"356,97"
522369,97
505579,701
18129,"356,701"
513409,"81,796"
353571,"81,796"
8010,356
11862,337
11162,"356,97"
447427,"356,97"
8489,97
3489,"81,796"
294690,"356,97"
487083,97
15302,337
16325,"356,97"
4961,97
338768,97
4174,"356,97"
961,11
45054,97
25103,692
325348,"8,356,97,1796"
492452,"8,97,1796"
13935,"356,97"
395883,97
336455,97
520663,"81,796"
346651,97
89691,"356,97"
813726,"81,796"
10878,"81,796"
16290,97
682110,"81,796"
276843,"356,97,701"
607259,"81,796"
513324,"356,97"
7010,"356,97"
333381,97
881211,350
399248,"356,97"
260,"356,97"
16614,97
1096369,337
23622,692
441829,337
33851,"356,97"
687156,"81,796"
11775,356
9829,356
13825,"356,97"
13937,97
59861,"356,97"
32037,356
416691,97
255798,97
13092,"356,97"
375867,97
2891,356
580532,"356,97"
339396,"81,796"
413279,337
315064,"356,97"
12232,"356,97"
746419,356
9501,356
14140,337
650783,"356,97"
20540,356
281,356
72334,337
8388,"356,97"
24589,337
30237,356
795109,119
411009,"81,796"
75622,569
459258,"356,97,701"
886083,"356,97"
433247,"81,796"
23998,350
178,356
10016,356
38946,692
310133,"8,97"
530956,"81,796"
1018648,"81,796"
72912,356
842,"356,97"
268171,"356,97"
632065,356
460071,356
10461,"81,796"
511449,"81,796"
483104,"81,796"
9414,701
1907,337
429733,356
975490,350
25313,8
981,97
10488,97
438970,97
463684,"81,796"
11040,"356,97"
19490,"356,97"
2017,"356,97"
790850,97
774714,"356,97"
71864,337
87499,337
58496,"81,796"
426034,97
47166,337
13479,350
20283,337
996,97
13061,337
398,97
16093,"97,692,701"
86555,"83,561,796"
24014,97
13757,337
626743,97
8915,337
406761,"356,97,701"
3683,97
9687,"356,97"
241958,"356,97"
46929,337
50512,"356,97"
429189,"81,796"
411135,"356,97"
448095,"356,97"
276844,356
25073,97
13929,337
577889,"356,97"
72432,356
225565,356
247158,554
248574,"356,97"
514754,337
262338,701
986054,337
18111,356
309299,"356,97"
763539,"356,97"
615658,"81,796"
4886,701
190847,"356,97"
355506,97
347866,97
921655,"81,796"
11329,337
27405,692
17814,97
652810,"356,97"
18019,97
10874,337
300654,97
18444,337
429417,356
621013,119
340022,"8,97"
10075,356
77875,"356,97"
12615,"356,97"
347689,"81,796"
18125,11
37753,356
172391,97
16442,356
14012,337
566927,8
196830,97
49950,"81,796"
33518,356
12590,"356,97"
12689,97
514277,97
2359,"356,97"
606234,97
994441,"356,97"
20181,"356,97"
9896,"356,97,701"
457136,356
31598,337
70575,356
2103,337
435848,356
684700,"81,796"
27545,692
254472,356
419566,119
433251,"81,796"
16921,97
503619,"81,796"
10727,"81,796"
13321,97
42668,"356,97"
761851,356
65057,337
10046,356
33680,"356,97"
585759,"81,796"
848519,"356,97"
9918,337
10440,97
760336,"81,796"
8293,"8,356,97,1796"
68727,337
30618,701
653601,"81,796"
13963,97
23535,"356,97"
13820,356
1028506,119
477331,"81,796"
890601,"81,796"
109453,"97,701"
16899,"356,97"
333386,8
11342,"356,97"
14125,"356,97"
611562,"356,97"
40683,97
741228,356
517909,"81,796"
24212,692
622855,"81,796"
25329,"356,97"
79548,"356,97"
119569,337
297806,"81,796"
472715,"356,97"
70954,"356,97"
300667,"356,97"
659991,97
162215,97
368031,"356,97"
515741,"356,97"
492190,"356,97"
397,97
828853,"81,796"
20556,337
18781,"356,97"
339419,"81,796"
14976,97
292280,356
10955,"356,97"
442064,"81,796"
9920,97
74306,356
10869,337
43933,97
13576,97
39874,356
916821,356
341689,"356,97"
11431,337
18804,"356,97"
725273,97
41479,"356,97"
41275,356
49354,692
429107,97
2047,356
1013577,"81,796"
96342,692
472983,"81,796"
893297,"356,97"
4918,"356,97"
286668,356
15043,337
28172,692
1038627,"81,796"
1053110,"81,796"
91739,"356,97"
2246,356
12502,356
244539,"356,97"
635918,97
24452,692
408381,97
414190,"81,796"
872177,356
641662,"81,796"
339095,"81,796"
260372,97
375183,"356,97"
726876,97
3902,"356,97"
896448,"356,97"
8818,337
7348,692
22356,701
785663,"356,97"
3016,692
391698,97
26587,356
354287,"81,796"
241771,97
414425,"81,796"
279690,"81,796"
560362,"81,796"
257117,"356,97"
82679,"81,796"
762433,"356,97"
2769,97
290999,356
22342,692
472269,"356,97"
423087,"8,356,97"
570352,97
127373,"356,97"
290729,"81,796"
414453,"8,97"
401104,"81,796"
312797,"356,97"
12683,97
215379,"356,97"
792237,356
24923,692
878375,119
417812,"81,796"
70868,97
340442,"356,97"
410718,337
1088,"356,97"
252512,97
513576,"81,796"
455656,"81,796"
331190,"356,97"
333667,97
664416,350
160588,"356,97"
11161,97
855823,"81,796"
419472,"81,796"
505423,"81,796"
17381,692
877657,"81,796"
8348,356
489929,"356,97"
542787,97
608994,356
332704,97
727306,337
9756,"356,97,701"
10002,"356,97"
33078,11
83770,"8,356,97,1796"
865559,119
32041,97
458342,"81,796"
178862,356
686245,97
11093,"356,97"
28069,350
653578,97
9952,97
836919,350
38033,701
78461,"356,97"
407794,"356,97"
864959,"81,796"
13042,337
531949,"81,796"
644083,"356,97"
32428,337
169607,97
489931,"356,97"
244403,"356,97"
818612,"81,796"
3767,97
412157,"356,97"
2001,"356,97"
87496,"356,97"
168027,"356,97"
9613,356
31703,356
73499,97
744114,119
446791,97
934207,"356,97"
25831,337
141423,337
9491,"356,97"
13768,337
458005,"81,796"
546728,337
411143,"81,796"
15515,692
14522,97
14660,"356,97"
27585,97
835961,97
276902,"356,97"
459910,"8,97"
776552,"81,796"
567970,"81,796"
73999,337
16820,356
347035,97
398174,97
328901,97
326285,"356,97"
760873,97
12766,97
269173,356
16914,97
323966,"356,701"
809314,"356,97"
730167,356
32945,701
68895,356
27380,"356,97"
695576,97
595216,356
443700,"356,97"
4952,"356,97"
634904,97
576017,97
376865,356
20139,97
14240,356
16409,97
527385,"81,796"
245703,97
251994,"356,97"
611213,"81,796"
369033,8
204349,356
28652,692
390,97
8908,97
838330,337
31924,"356,97"
398289,"356,97"
27429,"97,692"
9357,337
787428,"81,796"
423949,"81,796"
14911,"356,97"
332718,"356,97"
731740,"81,796"
852851,"81,796"
17058,"692,701"
552865,701
209361,"356,97"
254023,356
475888,"356,97"
505945,337
302349,356
14359,97
406240,"356,97"
644682,"356,97"
464593,97
44692,692
256474,356
259695,97
37305,97
85435,"356,97"
4170,97
507441,97
718840,"81,796"
23173,356
481375,"81,796"
10139,356
10687,337
451184,"81,796"
567860,"81,796"
76535,337
401371,"8,97"
634244,"356,97"
587693,"81,796"
34376,"356,97"
720748,"81,796"
688258,"356,97"
443109,356
477887,"81,796"
802372,119
35690,337
423627,"356,97"
21539,337
10409,97
921355,"356,97"
11935,"356,97"
649401,"356,97"
284294,"356,97"
18558,"356,97"
229297,"8,356,97,1796"
234567,337
74536,"356,97"
57575,701
531593,97
397873,"356,97"
283698,356
565716,"81,796"
489493,337
114779,"356,97,701"
39030,337
245706,"337,97"
130267,"356,97"
282984,356
472451,"8,97,1796"
33511,"356,97"
468225,"81,796"
488397,"8,97"
339927,"81,796"
478741,356
2355,97
729577,"356,97,701"
451480,"81,796"
624899,119
94901,"356,97"
706860,337
402298,"8,97,1796"
21143,692
230179,97
31623,97
428399,356
1014779,"81,796"
245700,701
284689,97
428501,119
250066,"356,97"
534271,356
544986,356
463053,"81,796"
972230,97
23024,701
608195,356
34689,"356,97"
253414,356
493141,97
532870,119
22649,701
32293,337
38543,"356,97"
331588,"356,97"
765119,"81,796"
857497,"81,796"
31655,692
512263,"81,796"
567971,"81,796"
416149,"356,701"
489326,"356,97"
454652,"8,97,1796"
36915,"356,97"
164331,356
621749,11
525183,"81,796"
205220,"356,97"
638045,"356,97"
70587,337
362202,97
19273,337
962192,"81,796"
766319,350
789171,"356,97"
810873,"81,796"
152792,"356,97"
11141,97
445954,97
506596,97
332502,97
696002,"356,97"
18681,"356,97"
346558,"356,97"
711,97
628333,"8,97"
310888,"356,97"
5764,356
660609,"81,796"
560704,"356,97"
489985,97
323674,"81,796"
515042,337
451919,97
9526,356
244783,97
56179,"356,97"
62989,"356,97"
5205,"81,796"
804435,"356,97"
521007,356
517412,"81,796"
1595,97
247,97
450489,"81,796"
575417,350
139933,356
396777,"356,97"
182228,356
532635,356
586451,119
632666,356
3083,"356,97"
14030,337
347751,97
60420,97
510298,"81,796"
614560,"81,796"
401743,"81,796"
355309,"356,97"
463602,"356,97"
368942,"8,97"
1410,692
297590,337
12576,356
641790,97
613178,"356,97"
582607,"81,796"
385360,"8,356,97,1796"
440777,97
669,"356,97"
550134,"97,701"
484886,97
37964,337
51999,"356,97"
747349,"81,796"
484889,97
23908,356
17127,337
297725,"356,97"
726887,"81,796"
507618,"81,796"
31667,97
53442,692
988460,337
15401,701
12684,"356,97,701"
1128717,"81,796"
18771,97
19931,337
330115,97
14638,"356,97"
599362,"356,97"
673768,"81,796"
399894,356
81077,337
18398,692
31357,337
655917,"356,97"
407620,"356,97"
739542,"81,796"
806690,97
299782,"81,796"
581032,"81,796"
479259,356
225728,97
581420,"81,796"
39850,356
13210,97
9822,337
38171,97
376004,356
553002,701
69605,"356,97"
469916,356
430446,"81,796"
197033,97
623521,97
26171,97
537788,356
10531,356
204584,701
331592,"356,97"
571451,"81,796"
40095,97
11240,356
697799,"356,97"
4566,"356,97"
30671,692
136850,356
426613,"8,356,97,1796"
503346,97
661914,119
387399,97
407559,"81,796"
729120,119
1114590,"81,796"
14008,337
43920,356
10712,"83,561,796"
347111,"356,97"
520276,"356,97"
453807,"356,97"
772272,"81,796"
59490,97
517088,119
559581,"81,796"
934323,337
515724,97
962697,"81,796"
14576,"356,97"
211387,337
492449,356
785522,"81,796"
531145,"356,97"
403232,356
432789,"81,796"
1028851,337
412758,"356,97"
70577,97
630766,"356,97"
18214,356
63320,11
581802,569
13909,97
308457,"81,796"
15708,444
116811,11
13018,"356,97"
585311,"97,701"
20648,356
5951,97
24363,701
309063,356
354282,97
724989,356
421848,"356,97"
477462,"8,356,97,1796"
1114972,"81,796"
566368,119
37214,701
166822,"356,97"
17729,97
74461,701
3587,337
639609,"81,796"
16455,"356,97"
346401,97
30948,356
555850,"81,796"
53565,337
719643,337
653744,"81,796"
31510,"356,97"
41021,692
727293,119
126797,97
354279,"8,356,97,701,1796"
934131,"356,97"
39242,337
395841,"81,796"
286372,97
11159,97
12569,701
340487,97
385722,701
19606,"356,97"
23941,356
306745,97
80591,356
86759,701
10361,356
443297,97
762469,"81,796"
843932,119
566805,356
22749,692
11600,356
376228,"81,796"
10187,"356,97"
538604,"81,796"
334517,"81,796"
66872,337
13930,337
57586,337
541,"692,701"
84204,"356,97"
753583,"81,796"
32087,97
637157,"81,796"
27717,692
44645,100
408508,"81,796"
362046,701
627070,"81,796"
706510,"81,796"
292795,97
7353,"356,97"
329556,97
41465,701
546724,356
360055,701
286521,97
317981,97
747803,356
528491,"81,796"
605804,97
366668,"356,97"
341735,"356,97"
601470,337
267192,"356,97"
57834,"356,97"
84184,356
26643,692
411632,356
2176,"81,796"
597219,"81,796"
576568,"8,97"
301355,"81,796"
22797,"356,97"
908762,119
71520,692
584288,119
848278,97
525428,701
53487,97
6687,356
823461,"81,796"
301608,"356,97"
8217,"356,97"
469019,"81,796"
776098,337
419706,97
506025,"356,97"
24251,350
401294,356
11703,356
416166,"356,97"
383709,"8,119,97,701"
7916,701
465936,"356,97"
20681,356
872954,"8,356,97,1796"
109298,337
487291,"356,97"
75170,97
589594,97
141043,97
415311,97
166879,701
16420,356
253235,"356,97"
768939,356
97605,"356,97"
18197,97
550248,"81,796"
542196,"356,97"
429422,8
680058,337
429238,"81,796"
12559,337
893508,"356,97"
312669,97
448444,"81,796"
302828,"97,701"
27418,356
799375,"81,796"
741613,356
877181,337
41556,"356,97"
805682,356
588064,97
17037,337
146404,97
245859,97
26922,"692,701"
7859,97
785457,"81,796"
78047,337
28090,"356,97"
412209,"81,796"
812204,"356,97"
6646,337
41602,356
749645,"356,97"
682666,337
939979,"356,97"
362703,"356,97"
310137,97
759054,337
293941,356
88018,337
15645,692
505953,356
480881,"356,97"
602609,"81,796"
140222,97
345875,97
828305,356
74965,337
31634,692
449757,11
714011,"356,97"
511785,"81,796"
403390,"356,97"
26042,"356,97"
716258,119
1044050,337
816952,119
951470,"81,796"
734280,"81,796"
407806,"81,796"
192149,97
125405,337
24005,97
686002,"81,796"
23045,692
347026,"8,97"
1005031,"81,796"
595813,"356,97"
489930,97
23069,97
642803,"81,796"
405894,337
476424,356
1548,"356,97"
4641,337
656940,"356,97"
26843,356
550506,97
9791,"356,97"
318044,"81,796"
449498,"356,97"
468816,"356,97"
201086,97
291328,337
405882,"356,97"
576040,"81,796"
43353,692
27995,"81,796"
51497,"81,191,796"
645856,"356,97"
345317,"356,97"
642208,"8,97,1796"
51543,356
404516,"356,97"
363805,701
11065,356
230896,337
9540,356
427900,"356,97"
38850,"356,97"
476631,"81,796"
182560,356
649928,"81,796"
26452,692
11385,97
28577,97
18773,356
353576,356
41659,"81,796"
309013,356
43935,97
37467,692
77879,"356,97"
286519,97
621753,"81,796"
214075,97
476335,"356,97"
316002,97
601844,356
22688,"692,701"
43643,337
13525,"356,97"
27033,"692,701"
513648,97
1005342,"81,796"
376233,"356,97"
532908,97
430682,"356,97"
696822,97
146243,97
43253,701
500922,"356,97"
11446,"356,97"
1448,356
637415,97
864390,337
333657,"356,97"
853088,337
140491,97
532952,337
299969,337
20215,356
14963,701
936960,"81,796"
774823,337
15801,"356,97"
244260,97
258152,337
449535,356
686941,8
215881,356
9746,97
333354,97
18074,356
28663,692
296130,97
565312,"81,796"
91815,337
13496,"81,796"
23367,356
525041,"81,796"
517596,"81,796"
508802,337
16351,356
670439,97
57749,356
1015999,"81,796"
752455,"81,796"
12245,356
253331,97
352548,97
1058670,119
105485,356
13191,356
728796,"356,97"
87567,97
1926,97
51940,350
470390,"356,97"
988046,"81,796"
39414,"356,97"
756187,337
32275,97
364733,97
358332,"81,796"
50479,337
14580,97
665135,337
799555,"81,796"
39940,"356,97"
11115,97
45662,"356,97"
43109,692
323368,97
43380,97
220286,"356,97"
38191,337
365805,97
601169,119
61080,337
337154,"81,796"
454699,"97,701"
865371,97
541099,97
621729,337
3632,692
864873,"81,796"
455558,"356,97"
481203,"356,97"
35680,"81,796"
50794,337
384737,"356,97"
724717,97
842891,356
274899,356
502122,"81,796"
1073704,337
351281,97
29103,692
502259,97
360029,"81,796"
536396,"356,97"
78498,701
473920,97
266353,"81,796"
445962,356
80318,"356,97"
35404,692
353452,97
25968,97
637963,190
82887,"356,97"
610120,8
525814,"81,796"
566236,97
455565,"356,97"
40091,"692,701"
65760,356
10359,356
339751,"356,97"
36489,"692,701"
40814,356
434873,356
311291,"356,97"
16604,337
348389,"356,97"
41793,356
346650,"81,796"
726940,"81,796"
456048,"356,97"
356149,356
550273,"356,97"
28200,"356,97"
32845,"356,97"
7548,356
615466,"81,796"
508330,356
684139,97
402582,"81,796"
27646,97
268238,337
24746,"356,97"
653610,"81,796"
25503,701
2077,97
115626,337
273899,356
592230,356
411405,"81,796"
14820,"356,97"
653725,"81,796"
13054,"356,97"
425980,"356,97"
24734,"356,97"
458969,356
913822,"81,796"
491473,"8,97,1796"
292010,356
244536,97
663459,"356,97,701"
543836,350
31662,"356,97"
75301,"81,796"
45094,97
14845,"356,97"
861604,"81,796"
716532,8
489932,"81,796"
810731,"81,796"
457308,97
84334,"356,97"
586461,97
680829,119
446827,97
263614,"81,796"
22595,97
457962,"81,796"
6022,"356,97"
50687,356
41759,692
26860,692
412924,97
416160,"356,97"
618585,"356,97"
952478,"356,97"
448432,"356,97"
286709,701
574093,337
438259,97
752505,"81,796"
603519,"81,796"
9533,"83,561,796"
1017751,337
620897,"81,796"
456538,97
774054,"81,796"
58159,337
345937,97
19103,554
364540,356
54184,337
505063,97
843543,119
18203,"356,97"
670428,97
403068,"81,796"
77812,356
574638,"81,796"
1127211,"81,796"
860135,"356,97"
432976,"81,796"
750272,"356,97"
667969,119
38751,701
433630,356
85889,"356,97"
312804,11
265016,356
478528,356
421792,"356,97"
673737,"8,356,97,1796"
728526,119
42884,337
16973,356
594530,337
583689,"81,796"
296178,"356,97"
542713,356
199556,"356,97"
27348,692
150230,356
359151,97
345931,"356,97"
412061,"356,97"
458673,356
347752,97
573917,"81,796"
373569,337
882096,"81,796"
26850,"356,97"
339669,97
855263,"81,796"
506403,"356,97"
524659,"356,97,701"
745376,"81,796"
574082,350
1019446,119
7975,11
395814,97
734858,337
407389,"356,97"
593691,"81,796"
45791,97
400579,"97,701"
336149,"356,97"
140208,444
376501,"356,97"
396292,"81,796"
67713,11
506863,"356,97"
589612,"356,97"
31561,"356,97"
619263,97
685264,"81,796"
41462,692
416724,356
756403,"81,796"
241855,"356,97"
13701,"356,97"
128971,692
442087,"81,796"
37258,356
323366,97
13553,701
26205,97
337208,97
395925,356
504585,97
31955,356
530351,"81,796"
553645,"81,796"
48180,692
62463,"356,97"
283601,"356,97"
432787,"81,796"
472424,"81,796"
921643,"81,796"
583209,337
83564,337
25016,"356,97"
23122,"692,701"
595841,97
11660,11
515333,"81,796"
1065890,"81,796"
558582,97
407518,97
592136,"81,796"
7737,356
411023,"81,796"
711963,97
76170,337
426257,"81,796"
413765,97
413765,97
401732,97
274504,701
31726,350
327528,"81,796"
450945,"8,97,1796"
21159,"692,701"
42186,692
17604,692
36349,356
475961,97
452731,"81,796"
312316,97
650073,"81,796"
794234,97
160139,97
397717,"81,796"
225747,"356,97"
149687,692
552504,"356,97"
2193,"356,692"
958340,"81,796"
225044,97
513421,"356,97"
513083,"81,796"
448447,97
352372,97
554908,97
356298,"81,796"
470610,"356,97"
308640,11
271736,97
493014,119
431072,"81,796"
464842,"356,97"
682377,"8,97"
24206,"356,97"
46429,356
205749,97
653574,"81,796"
618265,97
48127,701
640265,350
323901,"356,97"
149910,337
266084,"356,97"
1013572,"81,796"
23506,692
112200,356
254375,356
470894,"356,97"
387892,97
819309,119
14098,"356,97"
347944,"356,97"
12121,337
433245,"81,796"
611207,"81,796"
543917,356
340835,356
576156,"81,796"
433419,97
587130,8
8954,"356,97"
23963,"97,701"
391486,356
94261,692
99343,701
238302,"356,97"
336445,701
560204,97
46934,356
347548,97
535265,97
567598,97
654910,"356,97"
27201,692
383538,"356,97,701"
521934,"356,97"
1061671,"81,796"
340488,97
3598,97
14273,567
590009,356
541572,350
466876,"356,97"
89874,97
776142,"81,796"
376391,"356,97"
61370,"356,97"
53430,701
391714,"81,796"
36049,97
763073,"81,796"
767825,356
522887,"356,701"
336890,"81,796"
597594,"81,796"
11485,"356,97"
127370,97
436973,356
999205,701
356842,"356,97"
22556,"356,97"
468362,"81,796"
953365,"81,796"
40082,337
539549,97
53219,337
439059,"8,97,1796"
821420,"356,97"
13967,97
258705,692
683287,"81,796"
30266,692
37943,356
571622,97
566182,97
50838,"356,97"
44027,701
504561,"81,796"
390410,97
462477,337
463088,"81,796"
529862,119
558095,"81,796"
20842,692
311307,"81,796"
451563,"81,796"
486606,"356,97"
454291,337
30708,97
682825,"356,97"
939,"356,97"
57472,337
634524,"356,97"
852724,337
47760,97
553141,"356,97"
63578,"356,97"
480635,97
450932,97
503706,"356,97"
499566,356
528888,"81,796"
473415,"81,796"
55309,"356,97"
876684,"356,97"
878401,"81,796"
27036,11
621954,"81,796"
26725,356
34078,692
329010,"356,97"
694938,"356,97"
373476,"356,97"
240916,97
937220,"356,97"
666219,"356,97"
428446,"356,97"
57199,337
37556,350
433941,97
79827,701
82992,"81,191,796"
301875,"356,97"
246127,97
118257,11
49353,692
22642,692
47095,"356,97"
227094,97
404947,356
32471,"81,796"
75862,97
719164,"356,97"
37932,337
528985,"356,97"
344031,97
502143,"81,796"
532953,337
470401,"81,796"
749407,"356,97"
79698,"356,97"
366696,551
452068,"356,97"
30706,692
22559,337
266102,97
603055,"356,97"
646150,"356,97"
607822,"356,97"
390587,97
232175,"81,796"
862582,"81,796"
353446,"356,701"
778870,"81,796"
31037,"356,97"
66984,337
401686,"97,701"
206192,"356,97"
564898,"356,97"
43136,97
25388,"356,97"
544415,"81,796"
284284,97
751126,337
388202,356
23033,"356,97"
156357,701
44192,"356,97"
811703,350
54225,"81,796"
434986,356
17720,97
575190,97
444246,337
534094,"356,97"
30694,356
69780,692
444513,"81,796"
256924,"356,97"
81185,"356,97"
24020,337
40168,356
52748,97
1050266,"81,796"
820896,356
360341,"81,796"
1093247,"81,796"
647557,"356,97"
35114,337
435473,356
43798,"356,97"
817451,"356,97"
432579,356
36569,337
519255,"356,97"
394822,356
72241,97
13804,"81,191,796"
23014,"692,701"
298653,356
9799,"81,191,796"
43012,97
23020,"692,701"
404584,356
9716,356
223485,97
464757,"356,97"
84317,356
